KEY,AggLoadID,AggTotalRev,AggLdCost,AggLdMiles,AggOrgZip,AggDstZip,MARGIN_RANK,MustTakeFlag
L:ACKFRA_60477_47102,L46471951,1135,462,255,60477,47102,1,
L:AGRJAM02_58401_63461,L46475735,1585,1273,758,58401,63461,1,
L:AGRROG_72401_57401,L46472400,2224,1759,1060,72401,57401,1,
L:AGSLIB01_54023_52403,L46476204,1041,479,269,54023,52403,1,
L:AGSLIB01_60048_52761,L46475040,1020,430,228,60048,52761,1,
L:AGSLIB01_60048_55344,L46475197,1374,668,389,60048,55344,1,
L:AGSLIB01_60048_55344,L46475658,1374,668,389,60048,55344,2,
L:AGSLIB01_60048_55449,L46475656,1395,664,386,60048,55449,1,
L:AGSLIB01_60048_68350,L46475630,1457,1081,611,60048,68350,1,
L:AGSLIB01_60048_74825,L46481503,2227,1417,825,60048,74825,1,
L:AGSLIB01_60048_79766,L46481493,3982,2169,1271,60048,79766,1,
L:ANCBLO_55431_46254,L46480902,1325,1050,589,55431,46254,1,
L:ANHSAI_63118_54701,L46481046,908,906,529,63118,54701,1,
L:ANHSAI_63118_56379,L46481518,1122,1057,627,63118,56379,1,
L:ANHSAI_63118_56379,L46482502,1122,1057,627,63118,56379,2,
L:ARMBEA_56726_54766,L46476911,1036,747,437,56726,54766,1,
L:ARRCHI_15478_61834,L46476669,986,833,480,15478,61834,1,
L:ARRCHI_21903_22546,L46475911,1100,331,167,21903,22546,1,
L:ARRCHI_30013_28269,L46469848,944,425,236,30013,28269,1,
L:ARRCHI_30013_28269,L46473419,944,425,236,30013,28269,2,
L:ARRCHI_30013_28269,L46471891,944,425,236,30013,28269,3,
L:ARRCHI_30013_28269,L46474352,944,425,236,30013,28269,4,
L:ARRCHI_30013_28269,L46476981,944,425,236,30013,28269,5,
L:ARRCHI_30013_28269,L46476982,944,425,236,30013,28269,6,
L:ARRCHI_30013_28269,L46471890,944,425,236,30013,28269,7,
L:ARRCHI_30013_28269,L46470415,944,425,236,30013,28269,8,
L:ARRCHI_30013_28269,L46476071,944,425,236,30013,28269,9,
L:ARRCHI_30336_28269,L46471227,1097,434,241,30336,28269,1,
L:ARRCHI_30336_28269,L46477485,1097,434,241,30336,28269,2,
L:ARRCHI_30336_28269,L46476407,1097,434,241,30336,28269,3,
L:ARRCHI_30336_28269,L46474720,1097,434,241,30336,28269,4,
L:ARRCHI_30336_28269,L46473455,1097,434,241,30336,28269,5,
L:ARRCHI_30336_28269,L46473781,1097,434,241,30336,28269,6,
L:ARRCHI_30336_28269,L46475795,1097,434,241,30336,28269,7,
L:ARRCHI_39773_32837,L46477324,2362,1093,640,39773,32837,1,
L:ARRCHI_39773_32837,L46470413,2362,1093,640,39773,32837,2,
L:ARRCHI_39773_32837,L46471148,2362,1093,640,39773,32837,3,
L:ARRCHI_39773_32837,L46472402,2362,1093,640,39773,32837,4,
L:ARRCHI_39773_32837,L46473160,2362,1093,640,39773,32837,5,
L:ARRCHI_39773_32837,L46477326,2362,1093,640,39773,32837,6,
L:ARRCHI_39773_32837,L46478083,2362,1093,640,39773,32837,7,
L:ARRCHI_39773_32837,L46475495,2362,1093,640,39773,32837,8,
L:ARRCHI_39773_32837,L46476648,2362,1093,640,39773,32837,9,
L:ARRCHI_39773_32837,L46476649,2362,1093,640,39773,32837,10,
L:ARRCHI_39773_32837,L46478095,2362,1093,640,39773,32837,11,
L:ARRCHI_39773_32837,L46474367,2362,1093,640,39773,32837,12,
L:ARRCHI_39773_32837,L46475014,2362,1093,640,39773,32837,13,
L:ARRCHI_39773_32837,L46475492,2362,1093,640,39773,32837,14,
L:ARRCHI_39773_32837,L46471704,2362,1093,640,39773,32837,15,
L:ARRCHI_57107_39209,L46475436,2996,1747,1053,57107,39209,1,
L:ARRCHI_57107_53037,L46472398,1976,807,474,57107,53037,1,
L:ARRCHI_57107_53037,L46475912,1976,807,474,57107,53037,2,
L:ARRCHI_57107_53037,L46473303,1976,807,474,57107,53037,3,
L:ARRCHI_57107_53037,L46471591,1976,807,474,57107,53037,4,
L:ARRCHI_57107_53037,L46476834,1976,807,474,57107,53037,5,
L:ARRCHI_57107_53037,L46475223,1976,807,474,57107,53037,6,
L:ARRCHI_57107_53037,L46478066,1976,807,474,57107,53037,7,
L:ARRCHI_57107_53037,L46474393,1976,807,474,57107,53037,8,
L:ARRCHI_57107_61834,L46470641,2485,1113,661,57107,61834,1,
L:ARRCHI_57107_61834,L46480191,2485,1113,661,57107,61834,2,
L:ARRCHI_57107_61834,L46469363,2485,1113,661,57107,61834,3,
L:ARRCHI_57107_61834,L46470312,2485,1113,661,57107,61834,4,
L:ARRCHI_57107_61834,L46470313,2485,1113,661,57107,61834,5,
L:ARRCHI_57107_64154,L46472393,2294,625,362,57107,64154,1,
L:ARRCHI_57107_64154,L46469946,2294,625,362,57107,64154,2,
L:ARRCHI_57107_64154,L46472406,2294,625,362,57107,64154,3,
L:ARRCHI_57107_70518,L46473046,3962,1903,1149,57107,70518,1,
L:ARRCHI_58201_28269,L46474348,4996,2546,1491,58201,28269,1,
L:ARRCHI_58201_28269,L46473225,4996,2546,1491,58201,28269,2,
L:ARRCHI_58201_28269,L46473231,4996,2546,1491,58201,28269,3,
L:ARRCHI_58201_28269,L46479622,4996,2546,1491,58201,28269,4,
L:ARRCHI_58201_28269,L46479633,4996,2546,1491,58201,28269,5,
L:ARRCHI_58201_28269,L46479623,4996,2546,1491,58201,28269,6,
L:ARRCHI_58201_28269,L46478526,4996,2546,1491,58201,28269,7,
L:ARRCHI_58201_28269,L46479787,4996,2546,1491,58201,28269,8,
L:ARRCHI_58201_28269,L46479638,4996,2546,1491,58201,28269,9,
L:ARRCHI_58201_28269,L46479637,4996,2546,1491,58201,28269,10,
L:ARRCHI_58201_28269,L46479786,4996,2546,1491,58201,28269,11,
L:ARRCHI_58201_28269,L46479625,4996,2546,1491,58201,28269,12,
L:ARRCHI_58201_28269,L46479627,4996,2546,1491,58201,28269,13,
L:ARRCHI_58201_28269,L46479629,4996,2546,1491,58201,28269,14,
L:ARRCHI_58201_28269,L46478532,4996,2546,1491,58201,28269,15,
L:ARRCHI_58201_28269,L46478533,4996,2546,1491,58201,28269,16,
L:ARRCHI_58201_28269,L46478534,4996,2546,1491,58201,28269,17,
L:ARRCHI_58201_28269,L46479624,4996,2546,1491,58201,28269,18,
L:ARRCHI_58201_28269,L46472853,4996,2546,1491,58201,28269,19,
L:ARRCHI_58201_28269,L46472857,4996,2546,1491,58201,28269,20,
L:ARRCHI_58201_28269,L46473226,4996,2546,1491,58201,28269,21,
L:ARRCHI_58201_28269,L46473227,4996,2546,1491,58201,28269,22,
L:ARRCHI_58401_61834,L46472114,2629,1467,872,58401,61834,1,
L:ARRCHI_58401_61834,L46480674,2629,1467,872,58401,61834,2,
L:ARRCHI_60628_53546,L46474403,536,253,109,60628,53546,1,
L:ARRCHI_64836_70518,L46481619,2257,1079,640,64836,70518,1,
L:ARRCHI_64836_70518,L46475039,2257,1079,640,64836,70518,2,
L:ARRCHI_68107_35124,L46479671,3260,1588,954,68107,35124,1,
L:ARRCHI_68107_35124,L46477009,3260,1588,954,68107,35124,2,
L:ARRCHI_68107_35124,L46479675,3260,1588,954,68107,35124,3,
L:ARRCHI_68107_35124,L46477006,3260,1588,954,68107,35124,4,
L:ARRCHI_77053_70518,L46479947,1077,465,243,77053,70518,1,
L:ARRCHI_77053_70518,L46480673,1077,465,243,77053,70518,2,
L:ARRCHI_77053_70518,L46475016,1077,465,243,77053,70518,3,
L:ARRCHI_77053_70518,L46480675,1077,465,243,77053,70518,4,
L:ARRCHI_77053_70518,L46474402,1077,465,243,77053,70518,5,
L:ARRCHI_77053_70518,L46480676,1077,465,243,77053,70518,6,
L:ARRCHI_77053_70518,L46476044,1077,465,243,77053,70518,7,
L:ARRCHI_77053_70518,L46474822,1077,465,243,77053,70518,8,
L:BEDSIO_56007_58078,L46474519,1385,979,580,56007,58078,1,
L:BIGMAN01_56001_64756,L46476942,1345,966,572,56001,64756,1,
L:BJEMOT_83425_56466,L46473795,2365,1801,1086,83425,56466,1,
L:BONCHA04_38343_60632,L46467418,946,810,471,38343,60632,1,
L:CAMNAP_40601_45840,L46473813,766,461,258,40601,45840,1,
L:CAMNAP_40601_45840,L46474747,766,461,258,40601,45840,2,
L:CAMNAP_40601_45840,L46474744,766,461,258,40601,45840,3,
L:CAMNAP_40601_45840,L46475778,766,461,258,40601,45840,4,
L:CAMNAP_40601_45840,L46475777,766,461,258,40601,45840,5,
L:CAMNAP_40601_45840,L46474746,766,461,258,40601,45840,6,
L:CAMNAP_40601_45840,L46474745,766,461,258,40601,45840,7,
L:CAMNAP_40601_45840,L46474748,766,461,258,40601,45840,8,
L:CAMNAP_40601_45840,L46474743,766,461,258,40601,45840,9,
L:CAMNAP_40601_45840,L46475616,766,461,258,40601,45840,10,
L:CAMNAP_53186_28364,L46480122,2818,1651,945,53186,28364,1,
L:CAMNAP_56308_97070,L46472228,3983,2652,1614,56308,97070,1,
L:CAMNAP_56308_97070,L46472232,3983,2652,1614,56308,97070,2,
L:CAMNAP_56308_97070,L46472233,3983,2652,1614,56308,97070,3,
L:CAMNAP_56308_97070,L46472229,3983,2652,1614,56308,97070,4,
L:CAMNAP_56308_97070,L46472210,3983,2652,1614,56308,97070,5,
L:CAMNAP_56308_97070,L46472206,3983,2652,1614,56308,97070,6,
L:CAMNAP_56308_97070,L46472207,3983,2652,1614,56308,97070,7,
L:CAMNAP_56308_97070,L46472208,3983,2652,1614,56308,97070,8,
L:CAMNAP_56308_97070,L46472202,3983,2652,1614,56308,97070,9,
L:CAMNAP_56308_97070,L46472205,3983,2652,1614,56308,97070,10,
L:CAMNAP_56308_97070,L46472209,3983,2652,1614,56308,97070,11,
L:CAMNAP_64120_75460,L46475779,726,735,416,64120,75460,1,
L:CAMNAP_76131_73128,L46474940,777,358,199,76131,73128,1,
L:CAMNAP_76131_73128,L46475929,777,358,199,76131,73128,2,
L:CAMNAP_76131_73128,L46476298,777,358,199,76131,73128,3,
L:CAMNAP_76131_73128,L46477031,777,358,199,76131,73128,4,
L:CAMNAP_76131_73128,L46477726,777,358,199,76131,73128,5,
L:CAMNAP_76131_73129,L46472726,1539,358,199,76131,73129,1,
L:CAMNAP_76131_73131,L46474803,685,358,199,76131,73131,1,
L:CAMNAP_76131_73131,L46477834,685,358,199,76131,73131,2,
L:CAMNAP_76131_73131,L46478440,685,358,199,76131,73131,3,
L:CAMNAP_76131_73131,L46478450,685,358,199,76131,73131,4,
L:CAMNAP_76131_73131,L46479897,685,358,199,76131,73131,5,
L:CAMNAP_76131_80011,L46475679,1943,1296,772,76131,80011,1,
L:CAMNAP_76131_80011,L46477962,1943,1296,772,76131,80011,2,
L:CAMNAP_76131_80011,L46473104,1943,1296,772,76131,80011,3,
L:CAPBIS01_29414_58580,L46482521,3585,3062,1833,29414,58580,1,
L:CASKEA02_45365_57401,L46472289,2087,1614,937,45365,57401,1,
L:CASKEA02_55060_58102,L46472282,893,526,301,55060,58102,1,
L:CASKEA02_55060_58102,L46478091,893,526,301,55060,58102,2,
L:CASKEA02_55066_57401,L46480009,1247,578,333,55066,57401,1,
L:CASKEA02_55121_68847,L46474226,1477,931,550,55121,68847,1,
L:CASKEA02_55123_57401,L46478142,959,510,288,55123,57401,1,
L:CASKEA02_55123_58102,L46472267,1050,455,254,55123,58102,1,
L:CASKEA02_55123_68847,L46471198,1477,931,550,55123,68847,1,
L:CASKEA02_56007_58102,L46474214,1093,581,335,56007,58102,1,
L:CASKEA02_56007_58102,L46472270,1093,581,335,56007,58102,2,
L:CASKEA02_56007_68847,L46480420,1448,791,464,56007,68847,1,
L:CASKEA02_56069_58102,L46478094,839,491,276,56069,58102,1,
L:CASKEA02_58102_68845,L46474933,2194,923,545,58102,68845,1,
L:CASKEA02_75160_68847,L46472284,1159,1187,702,75160,68847,1,
L:CASSPI_56288_57106,L46475927,700,370,202,56288,57106,1,
L:CENFAR_50401_58102,L46465393,1385,636,369,50401,58102,1,
